Time,E1_D,E1_T,E1_V,E2_D,E2_T,E2_V,E3_D,E3_T,E3_V,E4_D,E4_T,E4_V,E5_D,E5_T,E5_V,E6_D,E6_T,E6_V,E7_D,E7_T,E7_V,off_R1_D,off_R1_T,off_R1_V,off_R2_D,off_R2_T,off_R2_V,off_R3_D,off_R3_T,off_R3_V,off_R4_D,off_R4_T,off_R4_V,on_R1_D,on_R1_T,on_R1_V,on_R2_D,on_R2_T,on_R2_V,on_R3_D,on_R3_T,on_R3_V,on_R4_D,on_R4_T,on_R4_V,on_R5_D,on_R5_T,on_R5_V,on_R6_D,on_R6_T,on_R6_V
10000,0.3588124525381729,0.780000000000001,0.46001596479252876,0.187261948545826,0.41666666666666613,0.44942867650998297,0.32510019031424164,0.4933333333333327,0.6589868722585988,0.05870579437683294,0.08666666666666666,0.6773745505019186,0.47682485750739384,0.7333333333333341,0.6502157147828092,0.34331098531802307,0.3933333333333329,0.8728245389441274,0.15609901281499744,0.4133333333333329,0.37765890197176843,0.0,0.0,0.0,0.0467329880232646,0.24666666666666645,0.18945805955377557,0.007912216208512436,0.333333333333333,0.023736648625537333,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.06965376904920917,0.11666666666666668,0.5970323061360785,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.08843741844032385,0.6666666666666671,0.1326561276604857,0.10224849827243411,0.516666666666666,0.1979003192369695,0.25056529619107726,0.2999999999999997,0.8352176539702584,0.22827093716158445,0.293333333333333,0.7781963766872206,0.12030561268482028,0.24333333333333312,0.4944066274718646,0.5290413228794342,0.6166666666666667,0.8579048479125959,0.21231766348778452,0.32333333333333303,0.6566525674879939,0.0010642146804546106,0.0033333333333333335,0.31926440413638313,0.028768755035912506,0.28333333333333305,0.10153678247969129,0.00749658919946573,0.34999999999999964,0.02141882628418782,0.0,0.0,0.0,0.06418192874966416,0.3299999999999996,0.19449069318080073,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.05185863076827578,0.1666666666666666,0.3111517846096548,0.0,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.6666666666666671,0.0,0.0015096139679130535,0.49999999999999933,0.003019227935826111,0.0024937684732956314,0.0033333333333333335,0.7481305419886893,0.1245431132161526,0.14999999999999997,0.8302874214410175,0.3501186742063837,0.43333333333333285,0.8079661712455017,0.14372449209087645,0.1666666666666666,0.8623469525452591,0.3512989949817807,0.7333333333333341,0.4790440840660641,0.09538221876144848,0.30999999999999966,0.3076845766498341,0.060637396591792424,0.333333333333333,0.18191218977537746,0.05652225693461814,0.49999999999999933,0.11304451386923643,0.0,0.0,0.0,0.006128491618571695,0.023333333333333334,0.2626496407959298,0.0,0.0,0.0,0.020649121133150667,0.333333333333333,0.06194736339945207,0.007441404616344548,0.1666666666666666,0.0446484276980673,0.0,0.0,0.0,0.0,0.0,0.0
40000,0.007411287742950623,0.656666666666667,0.011286224989264904,0.027017969465161912,0.47999999999999937,0.05628743638575406,0.08893314394049258,0.25666666666666643,0.34649276859932204,0.0,0.0,0.0,0.08765652586933964,0.1,0.8765652586933964,0.4403162787401741,0.49666666666666603,0.8865428431010228,0.14261203673162762,0.3933333333333328,0.36257297474142663,0.11558674829440119,0.303333333333333,0.381055214157367,0.04106839058152252,0.3199999999999997,0.128338720567258,0.05302496363227225,0.33999999999999964,0.15595577538903618,0.0,0.0,0.0,0.0,0.0,0.0,0.01399913996961697,0.06999999999999999,0.19998771385167102,0.022093339580762247,0.13999999999999999,0.15780956843401606,0.0016791552314477601,0.15999999999999995,0.010494720196548504,0.0,0.0,0.0,0.006732056333395723,0.016666666666666666,0.40392338000374334
50000,0.2842960941049314,1.0700000000000018,0.2656972842102158,0.10078696254229438,0.5366666666666662,0.18780179355707044,0.07482063928511504,0.5433333333333329,0.137706698070764,0.0,0.0,0.0,0.013380168367448101,0.043333333333333335,0.30877311617187925,0.135195830700744,0.17666666666666658,0.7652594190608155,0.27185336524414827,0.656666666666667,0.4139898963108855,0.013154404974938059,0.03333333333333333,0.3946321492481418,0.049056385550648625,0.1799999999999999,0.2725354752813814,0.00435993376029466,0.1666666666666666,0.026159602561767973,0.0,0.0,0.0,0.01936048363665941,0.07,0.276578337666563,0.015233095026817026,0.06999999999999999,0.21761564324024327,0.0,0.0,0.0,0.027998271451572465,0.12333333333333334,0.22701301176950647,0.002137250296829886,0.006666666666666667,0.3205875445244829,0.009923631598162565,0.05,0.1984726319632513
60000,0.28496321249131523,0.5766666666666663,0.4941558598115296,0.46187811882803376,0.9500000000000021,0.48618749350319235,0.113272877285516,0.49999999999999933,0.2265457545710323,0.0,0.0,0.0,0.015518486476241001,0.1666666666666666,0.09311091885744605,0.0,0.0,0.0,0.11890281752229684,0.8333333333333348,0.14268338102675596,0.09190354583930177,0.36666666666666625,0.25064603410718694,0.0,0.0,0.0,0.04425269515271824,0.23666666666666647,0.18698321895514766,0.0,0.0,0.0,0.09999876089762111,0.28333333333333305,0.35293680316807485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028677660041104322,0.09666666666666666,0.2966654487010792,0.0013200272809643192,0.013333333333333334,0.09900204607232393
70000,0.34647238951688775,0.4833333333333327,0.7168394265866652,0.5154815144755515,0.7866666666666676,0.655273111621463,0.33421079353062977,0.7200000000000008,0.46418165768142977,0.03926098747588534,0.12333333333333335,0.3183323308855568,0.00028314973933217866,0.1533333333333333,0.0018466287347750788,0.0,0.0,0.0,0.0807134021667888,0.816666666666668,0.09883273734708815,0.16158680677505546,0.4599999999999994,0.35127566690229495,0.0,0.0,0.0,0.04904532109507978,0.30666666666666637,0.1599303948752603,0.0,0.0,0.0,0.05797523789162954,0.313333333333333,0.18502735497328596,0.0,0.0,0.0,0.0,0.0,0.0,0.013276800819760837,0.030000000000000002,0.4425600273253612,0.0,0.0,0.0,0.020993168385549005,0.06666666666666667,0.3148975257832351
80000,0.24913059320129358,0.5599999999999997,0.4448760592880245,0.4447350819049094,0.6766666666666672,0.6572439634062696,0.508033657228009,1.163333333333334,0.4367051494796636,0.09265582194932627,0.30333333333333307,0.30545875367909786,0.04660705004455626,0.1666666666666666,0.27964230026733766,0.0,0.0,0.0,0.038732273560723895,0.9733333333333357,0.039793431740469655,0.06756952732190409,0.22999999999999982,0.2937805535734963,0.02089341491065831,0.07666666666666667,0.27252280318249966,0.003869528626488356,0.333333333333333,0.01160858587946508,0.0,0.0,0.0,0.00028191170049239546,0.333333333333333,0.0008457351014771872,0.0,0.0,0.0,0.0,0.0,0.0,0.10178691402394863,0.1666666666666666,0.610721484143692,0.0,0.0,0.0,0.0,0.0,0.0
90000,0.3077396589663443,0.7366666666666674,0.4177461433932272,0.316071532219545,0.506666666666666,0.6238253925385764,0.3129093804209292,0.9200000000000019,0.34011889176187887,0.21242215628704741,0.5433333333333329,0.39096102384119186,0.14211633833608842,0.313333333333333,0.4535627819236869,0.0,0.0,0.0,0.08967676936658649,0.8033333333333346,0.11163083323641454,0.0,0.0,0.0,0.08542499900547354,0.1666666666666666,0.5125499940328414,0.011621917935451481,0.333333333333333,0.03486575380635448,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019557942334205814,0.1666666666666666,0.11734765400523493,0.0,0.0,0.0,0.0,0.0,0.0
100000,0.2768481499800784,0.5366666666666664,0.5158661179753016,0.4035154662059508,0.5499999999999998,0.7336644840108199,0.19779634966076423,0.7566666666666676,0.26140486739308016,0.16897705601322202,0.3566666666666663,0.47376744676604354,0.27758942068075615,0.3066666666666664,0.9051828935242056,0.11898137165457943,0.14999999999999997,0.793209144363863,0.030950859089828052,0.506666666666666,0.0610872218878186,0.0,0.0,0.0,0.05241819015104882,0.07666666666666666,0.6837155237093325,0.037190384557908886,0.496666666666666,0.07487996890854148,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07124490985575863,0.2899999999999997,0.24567210295089206,0.01014435707426304,0.09000000000000001,0.11271507860292265,0.0,0.0,0.0
